Date		Time of day	Germany/Austria/Luxembourg[Euro/MWh]	Denmark 1[Euro/MWh]	Denmark 2[Euro/MWh]	France[Euro/MWh]	Northern Italy[Euro/MWh]	Netherlands[Euro/MWh]	Poland[Euro/MWh]	Sweden 4[Euro/MWh]	Switzerland[Euro/MWh]	Slovenia[Euro/MWh]	Czech Republic[Euro/MWh]	Hungary[Euro/MWh]
21-Dec	2017	12:00 AM	33.09	27.57	27.57	62.07	-	33.09	-	27.57	55.07	33.09	35.5	35.5
21-Dec	2017	1:00 AM	35.26	27.08	27.08	53.6	-	35.26	-	27.08	54.06	35.26	33.5	33.5
21-Dec	2017	2:00 AM	31.88	26.98	26.98	51	-	31.88	-	26.98	54	31.88	32.15	32.15
21-Dec	2017	3:00 AM	33.04	26.95	26.95	45.44	-	33.04	-	26.95	52.85	33.04	32.5	32.5
21-Dec	2017	4:00 AM	33.6	27.37	27.37	44.55	-	33.6	-	27.37	52.85	33.6	33.29	33.29
21-Dec	2017	5:00 AM	35.05	28	28	50.84	-	35.05	-	28	54.7	35.05	35.3	35.3
21-Dec	2017	6:00 AM	35.19	29.42	29.42	57.51	-	38.86	-	29.42	62.4	43.8	42	43.18
21-Dec	2017	7:00 AM	45.94	35.62	42.49	70.19	-	48.92	-	42.49	68.7	71.69	55.2	63.85
21-Dec	2017	8:00 AM	49.9	35.75	42.06	70.91	-	63	-	42.06	69.16	85.85	56.13	84.52
21-Dec	2017	9:00 AM	50	40.43	45.1	71.35	-	67.61	-	45.1	69.11	83	55.53	62.62
21-Dec	2017	10:00 AM	51.03	43.62	43.62	70.97	-	69.58	-	30.1	69.07	59.91	55.65	58.94
21-Dec	2017	11:00 AM	54.48	36.17	36.17	70.5	-	66.81	-	30.2	68.62	59.91	56.31	59.86
21-Dec	2017	12:00 PM	55.96	33.26	33.26	68.71	-	65.11	-	30.14	66.38	65.11	56.36	57.47
21-Dec	2017	1:00 PM	49.99	30.63	30.63	69.75	-	52.55	-	30.11	67.66	57.42	53.7	53.7
21-Dec	2017	2:00 PM	46.15	36.26	38.63	70.62	-	51.22	-	38.63	68.09	65	51.15	53.45
21-Dec	2017	3:00 PM	46.86	36.11	41.04	70.69	-	57.73	-	41.04	69.03	68.31	51.28	60.69
21-Dec	2017	4:00 PM	51.93	36.47	41.07	70.9	-	55.35	-	41.07	69.05	80.15	53.9	82.53
21-Dec	2017	5:00 PM	50.95	38.47	42.42	71.69	-	71.19	-	42.42	69.14	80.15	60.46	79.27
21-Dec	2017	6:00 PM	51.03	37.63	38.6	73.66	-	70	-	38.6	70.85	75.29	54.8	64.32
21-Dec	2017	7:00 PM	46.02	30.06	30.06	75.72	-	50.09	-	30.06	70.12	53.99	51.34	51.34
21-Dec	2017	8:00 PM	35.83	29.55	29.55	73.04	-	41.23	-	29.55	67.57	45.9	45.99	45.99
21-Dec	2017	9:00 PM	36.26	29.17	29.17	66.01	-	39.63	-	29.17	62.44	36.26	40.18	40.18
21-Dec	2017	10:00 PM	38.72	28.06	28.06	57.17	-	56.76	-	28.06	61.71	38.72	38.74	38.74
21-Dec	2017	11:00 PM	34.84	27.32	27.32	52.79	-	52.42	-	27.32	55.97	34.84	32.01	32.01
22-Dec	2017	12:00 AM	27.76	27.1	27.1	43	-	43	-	27.1	51.58	27.76	31.01	31.66
22-Dec	2017	1:00 AM	26.45	26.45	26.45	41.7	-	41.7	-	26.45	49.16	26.45	29.88	29.88
22-Dec	2017	2:00 AM	26.2	26.2	26.2	39.47	-	39.47	-	26.2	47.51	26.2	28	28
22-Dec	2017	3:00 AM	26.36	26.36	26.36	35.68	-	35.68	-	26.36	47.08	26.36	27.81	27.81
22-Dec	2017	4:00 AM	27.59	26.92	26.92	27.81	-	27.81	-	26.92	47.08	27.59	28.01	28.01
22-Dec	2017	5:00 AM	31.93	27.54	27.54	36.1	-	36.1	-	27.54	49	31.93	30.74	30.74
22-Dec	2017	6:00 AM	38.61	28.75	28.75	44.48	-	44.48	-	28.75	58.67	38.61	38.46	38.46
22-Dec	2017	7:00 AM	47.52	30.06	30.06	65.12	-	47.52	-	30.06	64.63	47.52	47.01	47.01
22-Dec	2017	8:00 AM	48	30.81	30.81	67.58	-	48	-	30.81	65.04	48	51	52.46
22-Dec	2017	9:00 AM	50	30.69	30.69	67.84	-	50	-	30.69	64.78	50	51.01	51.04
22-Dec	2017	10:00 AM	48.99	30.63	30.63	68.23	-	48.99	-	30.63	65.04	48.99	49.04	49.04
22-Dec	2017	11:00 AM	46.55	30.3	30.3	67.08	-	46.55	-	30.3	64.72	46.55	49	49.49
22-Dec	2017	12:00 PM	47.86	29.85	29.85	64.99	-	47.86	-	29.85	64.34	47.86	48	49
22-Dec	2017	1:00 PM	46.96	29.65	29.65	62.3	-	50.1	-	29.65	63.29	46.96	44.77	45.03
22-Dec	2017	2:00 PM	39	29.69	29.69	62.02	-	39	-	29.69	63.74	39	42.06	43.55
22-Dec	2017	3:00 PM	39.37	29.87	29.87	60.93	-	39.9	-	29.87	64.96	39.37	42	42.86
22-Dec	2017	4:00 PM	46.06	30.32	30.32	60.51	-	46.06	-	30.32	64.88	46.06	46.56	49.46
22-Dec	2017	5:00 PM	47.34	30.79	30.79	63.3	-	50.23	-	30.79	66.17	47.34	46.99	50.55
22-Dec	2017	6:00 PM	41.5	30.44	30.44	69.08	-	46.05	-	30.44	67.66	41.5	44	47.32
22-Dec	2017	7:00 PM	40.66	29.81	29.81	68.67	-	44.67	-	29.81	66.69	40.66	39.7	44.52
22-Dec	2017	8:00 PM	42.91	29.06	29.06	65	-	45.73	-	29.06	64.17	42.91	37.87	41.04
22-Dec	2017	9:00 PM	42.06	28.86	28.86	49.92	-	49.92	-	28.86	59.03	42.06	34.99	39.02
22-Dec	2017	10:00 PM	37.4	27.87	27.87	47.82	-	47.82	-	27.87	57.94	37.4	32.38	35.22
22-Dec	2017	11:00 PM	30.62	26.97	26.97	49.55	-	49.2	-	26.97	54.38	30.62	27.01	30.07
23-Dec	2017	12:00 AM	26.33	0.13	26.33	44.54	-	39.9	-	26.33	48.98	44.54	25	28
23-Dec	2017	1:00 AM	17.72	12.29	17.72	39.55	-	35.1	-	22.47	45.16	39.55	22.2	23.22
23-Dec	2017	2:00 AM	11.8	11.8	11.8	39.09	-	34	-	18.72	43.47	39.09	16.2	16.31
23-Dec	2017	3:00 AM	11.3	11.3	11.3	32.69	-	33.8	-	11.95	42.92	14.3	15.01	16.18
23-Dec	2017	4:00 AM	12.4	12.4	12.4	22.64	-	34.5	-	12.4	42.06	12.4	13.99	14.49
23-Dec	2017	5:00 AM	8.4	8.4	8.4	36.24	-	29.6	-	8.81	42.46	36.24	13.53	17.86
23-Dec	2017	6:00 AM	9.71	9.71	9.71	40.4	-	35	-	14.94	46.41	40.4	11.91	23.73
23-Dec	2017	7:00 AM	10.71	10.71	10.71	44.01	-	35	-	13.39	51.98	46.4	15.01	35.79
23-Dec	2017	8:00 AM	14.78	14.78	14.78	48.48	-	39.9	-	20.28	57.71	48.59	18.42	45.05
23-Dec	2017	9:00 AM	18.79	18.79	18.79	49.54	-	42.4	-	18.79	55.48	49.54	23.14	40.98
23-Dec	2017	10:00 AM	20.08	20.08	20.08	45.4	-	59.14	-	20.08	54.57	47.06	23.42	38.39
23-Dec	2017	11:00 AM	14.74	14.74	14.74	48.87	-	60.12	-	17.92	52.58	48.87	23.53	33.06
23-Dec	2017	12:00 PM	14.77	14.77	14.77	48.42	-	48.42	-	14.77	51.06	48.42	20	34.1
23-Dec	2017	1:00 PM	10.87	10.87	10.87	45.87	-	45.87	-	13.32	50.05	45.87	19.5	31
23-Dec	2017	2:00 PM	5.65	5.65	5.65	43.69	-	43.69	-	16.79	49.1	43.69	21	34.62
23-Dec	2017	3:00 PM	10.04	10.04	10.04	46.4	-	46.4	-	21.56	51.78	46.4	29	42.4
23-Dec	2017	4:00 PM	12.91	12.91	12.91	50.06	-	50.06	-	25.22	58.38	50.19	33.3	53.45
23-Dec	2017	5:00 PM	22.01	22.01	22.01	57.64	-	57.64	-	24.96	62.6	57.64	32.04	60.94
23-Dec	2017	6:00 PM	18.08	18.08	18.08	60	-	52.4	-	23.21	62.76	60	21	64.06
23-Dec	2017	7:00 PM	10.84	10.84	10.84	60	-	36.2	-	21.18	62.77	60	18.61	59.96
23-Dec	2017	8:00 PM	0.4	0.4	0.4	54.5	-	35	-	18.28	61.2	54.5	22	59.35
23-Dec	2017	9:00 PM	-0.03	-0.03	-0.03	52.26	-	35	-	14.11	54.42	52.26	10.08	40.98
23-Dec	2017	10:00 PM	-0.09	-0.09	-0.09	51.11	-	34.6	-	11.11	53.27	51.11	2.77	35.89
23-Dec	2017	11:00 PM	-12.12	-12.12	-12.12	49.15	-	33.6	-	4.12	49.79	49.15	-15.51	24.18
24-Dec	2017	12:00 AM	-40.84	-40.84	-40.84	50.66	-	31.9	-	16.69	42.04	50	-30	15.05
24-Dec	2017	1:00 AM	-43.18	-43.18	-43.18	46.1	-	30.1	-	16.65	39.28	35.01	-30	6.47
24-Dec	2017	2:00 AM	-55.99	-50.04	-50.04	42	-	27.8	-	16.64	37.11	35.01	-32.5	1.08
24-Dec	2017	3:00 AM	-49.99	-42.31	-42.31	38.19	-	26.35	-	16.66	35.75	1	-32.5	0.21
24-Dec	2017	4:00 AM	-40.14	-40.09	-40.09	35.7	-	26.31	-	16.7	33.3	-3	-30	0.11
24-Dec	2017	5:00 AM	-36.05	-16.05	-16.05	37.46	-	26.35	-	18.86	25.08	-36.05	-30	0.21
24-Dec	2017	6:00 AM	-42.93	-12.16	-12.16	40.86	-	27.43	-	19.61	31.68	-42.93	-30	0.22
24-Dec	2017	7:00 AM	-9.94	-6.78	-6.78	38.46	-	33	-	24.87	35.43	0.01	-30	4.31
24-Dec	2017	8:00 AM	2.13	2.13	2.13	39.16	-	37	-	26.06	39.33	35	-8.81	2.16
24-Dec	2017	9:00 AM	5.07	6.77	6.77	45.3	-	37.9	-	26.71	39.76	5.07	0	8.62
24-Dec	2017	10:00 AM	5.03	14.79	14.79	46.4	-	38.4	-	27.01	35.12	5.03	1	10.34
24-Dec	2017	11:00 AM	6.82	8.2	8.2	45	-	45	-	26.97	37.98	6.82	0.01	12.5
24-Dec	2017	12:00 PM	2.17	2.17	2.17	48	-	48	-	26.7	39.22	2.17	1	12.93
24-Dec	2017	1:00 PM	2.93	2.93	2.93	43.59	-	40.5	-	26.7	36.62	2.93	0.01	11.21
24-Dec	2017	2:00 PM	0.1	0.1	0.1	34.6	-	34.6	-	26.66	23.13	0.1	1	12.93
24-Dec	2017	3:00 PM	1.09	1.09	1.09	32.82	-	32.82	-	26.93	21.99	1.09	11.19	25.07
24-Dec	2017	4:00 PM	6.75	6.75	27.18	37.66	-	51	-	27.18	32.2	6.75	36.7	46.33
24-Dec	2017	5:00 PM	11.08	11.08	26.94	48.44	-	79.61	-	26.94	48.62	45	31.99	49.08
24-Dec	2017	6:00 PM	2.85	2.85	26.31	62.08	-	49.9	-	26.31	56.9	50	8	40.52
24-Dec	2017	7:00 PM	1.8	1.8	1.8	59.8	-	49	-	25.95	57.51	50	-1	35.09
24-Dec	2017	8:00 PM	-4.94	-4.94	-4.94	54.5	-	35.65	-	25.96	52.1	50	-3	36.21
24-Dec	2017	9:00 PM	-6.74	-6.74	-6.74	52.1	-	34.5	-	26.36	50.05	50	-2	36.21
24-Dec	2017	10:00 PM	0.08	0.08	0.08	51.11	-	37.9	-	26.17	47.98	50	-1.52	25.65
24-Dec	2017	11:00 PM	0.06	0.06	0.06	49.46	-	33.4	-	25.99	45.13	49.46	-5	10.78
25-Dec	2017	12:00 AM	-4.98	-0.68	-0.68	49.46	-	29.9	-	26.38	41.52	49.46	-11.74	6.47
25-Dec	2017	1:00 AM	-32.58	-9.66	-9.66	40.35	-	30.5	-	26.06	39.33	47.56	-14.3	0.22
25-Dec	2017	2:00 AM	-19.79	-4.07	-4.07	38.89	-	30.1	-	25.26	34.69	39	-10	0.11
25-Dec	2017	3:00 AM	-11.9	-11.9	-11.9	25.86	-	25.86	-	25.03	34.41	34.3	-10.06	0.11
25-Dec	2017	4:00 AM	-4.96	-4.96	-4.96	23.28	-	25.2	-	24.4	32.84	35	-11	0.1
25-Dec	2017	5:00 AM	-4.83	-4.83	-4.83	21.6	-	26.03	-	25.2	31.08	35	-13.51	0.21
25-Dec	2017	6:00 AM	-61.41	-15.02	-15.02	19.73	-	30.5	-	26.16	30.67	45.88	-10.38	2.16
25-Dec	2017	7:00 AM	-4.97	-4.97	-4.97	15.09	-	30.5	-	26.28	30.45	34.3	-10.56	7.76
25-Dec	2017	8:00 AM	0.07	0.07	0.07	20.87	-	30.1	-	26.07	32.15	49.46	-5.46	43.13
25-Dec	2017	9:00 AM	9.94	9.94	9.94	27.28	-	31	-	25.98	31.26	51.91	3.46	45.29
25-Dec	2017	10:00 AM	19.9	19.9	19.9	25.04	-	34.9	-	26.11	24.89	55	3.02	49.54
25-Dec	2017	11:00 AM	22.01	22.01	22.01	26.48	-	37.4	-	26.18	24.93	55.31	4.76	49.45
25-Dec	2017	12:00 PM	18.35	18.35	18.35	36.32	-	35.1	-	26.2	29.23	47.1	3.02	48.91
25-Dec	2017	1:00 PM	15.99	15.99	15.99	22.84	-	39.9	-	26.12	25.05	34.3	2.3	35.08
25-Dec	2017	2:00 PM	12.97	12.97	12.97	19.16	-	34.6	-	26.16	17.11	12.97	2.81	23.49
25-Dec	2017	3:00 PM	17.97	17.97	17.97	21.68	-	31	-	26.53	16.27	17.97	6.2	39.97
25-Dec	2017	4:00 PM	17.99	17.99	26.78	22.89	-	35.1	-	26.78	24.1	17.99	12.54	52.12
25-Dec	2017	5:00 PM	26.45	26.45	26.74	34.05	-	52.4	-	26.74	42.61	26.45	22.36	40.71
25-Dec	2017	6:00 PM	27.41	27.12	27.12	37.78	-	64.9	-	27.12	47.37	42.1	22.34	44.03
25-Dec	2017	7:00 PM	27.59	26.96	26.96	34.46	-	53.98	-	26.96	49.95	48.1	22.03	45.03
25-Dec	2017	8:00 PM	25.64	25.64	26.27	31.89	-	47.4	-	26.27	46.99	57.64	21.3	40.3
25-Dec	2017	9:00 PM	22.09	22.09	22.09	26.77	-	37.04	-	26.14	44.98	51.91	17.68	40.09
25-Dec	2017	10:00 PM	22.17	22.17	22.17	26.04	-	35.1	-	25.98	44.21	49.66	17	43.95
25-Dec	2017	11:00 PM	22	22	22	24.57	-	31	-	25.1	43.14	47.95	10.8	37
26-Dec	2017	12:00 AM	5.06	5.06	5.06	13.63	-	27.29	-	25.47	42.78	29.1	0	27.93
26-Dec	2017	1:00 AM	5.06	5.06	5.06	9.61	-	26.57	-	23.74	42.15	29.01	-7.11	17.07
26-Dec	2017	2:00 AM	-1.44	-1.44	-1.44	11.11	-	24.22	-	23.2	41.26	29.01	-5.71	12.93
26-Dec	2017	3:00 AM	-6.94	-6.94	-6.94	4.06	-	24.1	-	23.26	38.12	29	-10	7.03
26-Dec	2017	4:00 AM	-9.65	-9.65	-9.65	1.02	-	26.08	-	25.02	37.54	29	-7.45	4.31
26-Dec	2017	5:00 AM	-9.89	-9.89	-9.89	4.29	-	26.61	-	25.76	30.62	19	-5.01	4.31
26-Dec	2017	6:00 AM	-11.88	-11.88	-11.88	9.65	-	26.74	-	25.89	37.3	1	-11	0.22
26-Dec	2017	7:00 AM	-3.24	-3.24	-3.24	14.08	-	26.92	-	26.05	37.54	1	-8.53	2.16
26-Dec	2017	8:00 AM	-9.78	-9.78	-9.78	25	-	34.9	-	26.18	41.17	1	-10	3.03
26-Dec	2017	9:00 AM	0	0	0	26.22	-	40.6	-	26.6	39.51	1	-5	4.31
26-Dec	2017	10:00 AM	-24.33	-4.04	26.41	31.12	-	38	-	26.41	33.19	1	-10	8.62
26-Dec	2017	11:00 AM	-31.69	0	26.68	42.37	-	35.1	-	26.68	36.15	1	-10	10.78
26-Dec	2017	12:00 PM	-52.82	0.03	26.45	48.64	-	34.9	-	26.45	38.82	1	-23	12.07
26-Dec	2017	1:00 PM	-53.42	0.01	26.27	45.88	-	34.7	-	26.27	36.01	1	-21	10.34
26-Dec	2017	2:00 PM	-18	0.01	5.3	44.83	-	34.6	-	26.16	30.62	1	-10	8.62
26-Dec	2017	3:00 PM	-0.48	0.04	18.25	39.69	-	36	-	26.57	32.01	0.2	1	12.93
26-Dec	2017	4:00 PM	5.49	5.49	27.32	34.17	-	53.06	-	27.32	37.12	5.49	12.93	12.93
26-Dec	2017	5:00 PM	10.66	10.66	27.17	46.75	-	66.79	-	27.17	46.64	10.66	11	27.37
26-Dec	2017	6:00 PM	13.35	13.35	27.01	54.25	-	77.11	-	27.01	55.89	13.35	10.28	21.95
26-Dec	2017	7:00 PM	11.19	11.19	11.19	54.07	-	61.2	-	26.44	55.7	11.19	12.22	19.94
26-Dec	2017	8:00 PM	19	19	19	47.95	-	71.68	-	26.12	50.88	19	20	21.55
26-Dec	2017	9:00 PM	18.06	18.06	18.06	35.18	-	54.9	-	26	47.64	21.4	15.17	21.42
26-Dec	2017	10:00 PM	22.02	22.02	22.02	39.95	-	59.54	-	24.5	46.32	29	16.89	25.05
26-Dec	2017	11:00 PM	13.46	13.46	13.46	31.84	-	46.38	-	16.78	43.03	13.46	10.81	19.07
27-Dec	2017	12:00 AM	25.37	25.37	25.37	27.57	-	32.22	-	25.37	40.9	25.37	14.35	14.35
27-Dec	2017	1:00 AM	15.09	15.09	15.09	19.53	-	29.44	-	15.09	40.27	15.09	11.66	11.66
27-Dec	2017	2:00 AM	13.93	13.93	13.93	13.93	-	13.93	-	13.93	39.54	13.93	9.71	9.71
27-Dec	2017	3:00 AM	13.48	13.48	13.48	13.48	-	13.48	-	13.81	39.12	13.48	8.62	8.62
27-Dec	2017	4:00 AM	12.74	12.74	12.74	12.74	-	12.74	-	24.39	38.63	12.74	9	9
27-Dec	2017	5:00 AM	13.29	18.78	18.78	13.29	-	13.29	-	25.74	41.06	13.29	11.5	11.5
27-Dec	2017	6:00 AM	20.03	21.65	26.47	20.03	-	20.03	-	26.47	43.76	20.03	18.18	18.18
27-Dec	2017	7:00 AM	28.62	28.62	28.21	34.86	-	50.77	-	28.21	49.92	28.62	27.86	27.86
27-Dec	2017	8:00 AM	32	32	32	41.14	-	47.02	-	31.23	57.08	32	30.01	30.01
27-Dec	2017	9:00 AM	34.91	34.91	34.91	46.19	-	46.19	-	34.07	58.91	34.91	34.8	34.8
27-Dec	2017	10:00 AM	35.3	34.45	34.45	52	-	56.93	-	34.45	57.97	35.3	35	35
27-Dec	2017	11:00 AM	42.46	31.53	31.53	50.4	-	55.32	-	31.53	57.91	42.46	38	38
27-Dec	2017	12:00 PM	46.11	31.92	31.92	47.89	-	51.85	-	31.92	55.26	46.11	39.36	39.36
27-Dec	2017	1:00 PM	46.01	32.54	32.54	49.99	-	60.65	-	32.54	54.41	46.01	39.3	39.3
27-Dec	2017	2:00 PM	46.4	33.43	33.43	46.4	-	46.4	-	33.43	55.07	46.4	40	40
27-Dec	2017	3:00 PM	46.48	35.96	38.46	46.48	-	46.48	-	38.46	55.16	46.48	40.9	40.9
27-Dec	2017	4:00 PM	50.9	38.88	38.88	50.9	-	50.9	-	38.88	56.76	50.9	45.48	45.48
27-Dec	2017	5:00 PM	56.09	41.77	41.77	56.09	-	56.09	-	41.77	60.04	56.09	48.97	48.97
27-Dec	2017	6:00 PM	57.57	38.17	38.17	57.57	-	57.57	-	38.17	60.01	57.57	46	46
27-Dec	2017	7:00 PM	51.33	35.44	35.44	55.88	-	55.88	-	35.44	58.46	51.33	43.4	43.4
27-Dec	2017	8:00 PM	42.4	31.31	31.31	42.4	-	42.4	-	31.31	54.35	42.4	40.08	40.08
27-Dec	2017	9:00 PM	40	30.37	30.37	40	-	40	-	30.37	46.5	48.64	35.23	35.23
27-Dec	2017	10:00 PM	42.24	29.38	29.38	42.24	-	42.24	-	29.38	46.86	44.86	32.64	32.64
27-Dec	2017	11:00 PM	31.27	28.22	28.22	36.9	-	36.9	-	28.22	44.14	31.27	24.98	24.98
28-Dec	2017	12:00 AM	28.87	28.87	28.87	31.16	-	31.16	-	28.87	38.5	28.87	30.3	30.3
28-Dec	2017	1:00 AM	28.12	28.12	28.12	30	-	30	-	28.12	35.29	28.12	27.81	27.81
28-Dec	2017	2:00 AM	27.2	27.2	27.2	28.1	-	28.1	-	27.2	30.83	27.2	25.5	25.5
28-Dec	2017	3:00 AM	26	26	26.43	26	-	26	-	26.43	29.34	26	24.11	24.11
28-Dec	2017	4:00 AM	26.33	26.33	27.22	26.33	-	26.33	-	27.22	29.07	26.33	23.77	23.77
28-Dec	2017	5:00 AM	28.89	28.89	28.89	29.86	-	29.86	-	28.89	35.23	28.89	26.88	26.88
28-Dec	2017	6:00 AM	30.74	30.74	30.74	35	-	35	-	30.74	40.93	30.74	31.03	31.03
28-Dec	2017	7:00 AM	35.98	35.11	35.11	44	-	44	-	35.11	49.62	35.98	38.36	38.36
28-Dec	2017	8:00 AM	38.43	35.85	37.5	51.34	-	50.98	-	37.5	54.05	38.43	41.5	41.5
28-Dec	2017	9:00 AM	39.93	35.92	38.97	54.4	-	54.4	-	38.97	55.08	39.93	41.98	41.98
28-Dec	2017	10:00 AM	40.12	36.53	39.15	52.33	-	57.4	-	39.15	54.84	40.12	41.97	41.97
28-Dec	2017	11:00 AM	39.97	35.84	39.01	53.13	-	53.13	-	39.01	52.86	39.97	41.66	41.66
28-Dec	2017	12:00 PM	40.16	35.49	39.2	53.36	-	44.8	-	39.2	52.67	40.16	40.38	40.38
28-Dec	2017	1:00 PM	39.24	34.53	38.3	52.23	-	39.29	-	38.3	51.97	39.24	38.78	38.78
28-Dec	2017	2:00 PM	36.42	34.21	35.55	49.57	-	39.9	-	35.55	49.7	36.42	35.48	35.48
28-Dec	2017	3:00 PM	40.03	35.39	39.07	49.9	-	42.4	-	39.07	53.21	40.03	36.5	36.5
28-Dec	2017	4:00 PM	42.98	35.83	42.98	52.25	-	52.25	-	42.98	55.69	42.98	41.75	41.75
28-Dec	2017	5:00 PM	43.01	35	41.98	54.25	-	77.61	-	41.98	60.46	43.01	41.72	41.72
28-Dec	2017	6:00 PM	42.16	41.14	41.14	59.9	-	59.9	-	41.14	61.1	42.16	40.3	40.3
28-Dec	2017	7:00 PM	34.93	34.09	34.09	61.21	-	36.3	-	34.09	60.2	34.93	35.12	35.12
28-Dec	2017	8:00 PM	25.06	25.06	29.08	60.15	-	32.6	-	29.08	55.83	29.61	29.9	29.9
28-Dec	2017	9:00 PM	19.99	19.99	28.3	58.4	-	36	-	28.3	54.67	19.99	25	25
28-Dec	2017	10:00 PM	19.22	26.29	27.5	55.35	-	35	-	27.5	52.46	19.22	23.97	23.97
28-Dec	2017	11:00 PM	5.86	26.87	26.87	53.84	-	34.08	-	26.87	51.55	5.86	13.52	13.52
29-Dec	2017	12:00 AM	9.73	26.33	26.33	45.88	-	29.9	-	26.33	42.25	9.73	7.61	7.61
29-Dec	2017	1:00 AM	0.72	25.63	25.63	41.49	-	34.4	-	25.63	37.57	0.72	5.14	5.14
29-Dec	2017	2:00 AM	-0.93	21.89	21.89	37.58	-	26.23	-	25.39	35.78	-0.93	3.08	3.08
29-Dec	2017	3:00 AM	1.07	16.43	16.43	32.32	-	39.9	-	25.45	33.58	1.07	2.92	2.92
29-Dec	2017	4:00 AM	1	18.86	18.86	32.99	-	30	-	26.05	33.71	1	3.41	3.41
29-Dec	2017	5:00 AM	2.91	26.83	26.83	33.35	-	30	-	26.83	36.65	2.91	7	7
29-Dec	2017	6:00 AM	3.6	27.27	27.27	39.54	-	32	-	27.27	44.6	3.6	12.91	12.91
29-Dec	2017	7:00 AM	15.97	27.12	27.9	45.69	-	37.9	-	27.9	51.27	15.97	23.96	23.96
29-Dec	2017	8:00 AM	29.69	29.69	29.08	47.57	-	47.57	-	29.08	52.78	29.69	29.17	29.17
29-Dec	2017	9:00 AM	30.2	30.2	30.2	50.73	-	50.73	-	30.03	53.93	30.2	30.7	30.7
29-Dec	2017	10:00 AM	29.83	29.83	29.83	52.13	-	52.13	-	29.83	52.41	29.83	30.14	30.14
29-Dec	2017	11:00 AM	29.47	29.47	29.47	51.51	-	51.51	-	29.47	51.09	29.47	29.02	29.02
29-Dec	2017	12:00 PM	29.2	29.2	29.2	50.1	-	50.1	-	29.2	50.01	29.2	28.08	28.08
29-Dec	2017	1:00 PM	29.45	29.45	29.45	48.95	-	48.95	-	29.45	48.09	29.45	27.52	27.52
29-Dec	2017	2:00 PM	30.02	30.02	30.02	47.05	-	47.05	-	30.02	48.01	30.02	30.17	30.17
29-Dec	2017	3:00 PM	31	31	31	39.9	-	39.9	-	31	51.9	31	33.55	33.79
29-Dec	2017	4:00 PM	32.98	32.72	32.72	41.87	-	41.87	-	32.72	54.4	32.98	37.91	40.2
29-Dec	2017	5:00 PM	34.95	34.1	34.11	51.51	-	51.51	-	34.11	58.58	34.95	39.18	42.57
29-Dec	2017	6:00 PM	32.79	32.79	32.79	47.5	-	47.5	-	32.01	59.37	32.79	37	40.42
29-Dec	2017	7:00 PM	30.23	30.23	30.23	37.45	-	37.45	-	29.81	55	30.23	33.06	38.27
29-Dec	2017	8:00 PM	28.49	28.49	28.49	38.71	-	39.9	-	28.49	52.97	28.49	29.22	29.98
29-Dec	2017	9:00 PM	26.51	26.51	27.73	35.7	-	39.9	-	27.73	51.85	26.51	26.8	28.26
29-Dec	2017	10:00 PM	26.9	26.9	26.9	37.99	-	37.99	-	26.9	49.74	26.9	25.28	28.07
29-Dec	2017	11:00 PM	15.06	26.68	26.68	40.66	-	40.66	-	26.68	45.09	15.06	17.85	17.85
30-Dec	2017	12:00 AM	16.4	27.09	27.31	20.19	-	30	-	27.31	41.94	16.4	13.75	13.95
30-Dec	2017	1:00 AM	13.33	26.86	26.86	19.01	-	35.1	-	26.86	40.58	37	10.59	10.59
30-Dec	2017	2:00 AM	13.25	26.39	26.39	18.51	-	32	-	26.39	37.48	33.52	9.43	9.43
30-Dec	2017	3:00 AM	12.04	26.06	26.06	17.19	-	26.92	-	26.06	34.7	29.52	8.49	8.49
30-Dec	2017	4:00 AM	11.45	26.06	26.06	15.44	-	23.06	-	26.06	33.75	25.57	9.03	9.03
30-Dec	2017	5:00 AM	8.49	26.37	26.37	15.18	-	31.1	-	26.37	35.33	32.85	10.38	10.38
30-Dec	2017	6:00 AM	9.83	26.79	26.79	15.51	-	30.27	-	26.79	42.1	9.83	10.36	10.36
30-Dec	2017	7:00 AM	12.07	26.71	26.71	17.98	-	32.4	-	26.71	49.28	12.07	12	13.44
30-Dec	2017	8:00 AM	13.41	26.95	26.95	19.87	-	34.8	-	26.95	51.23	50.7	18.75	24.05
30-Dec	2017	9:00 AM	16.09	27.36	27.36	21.97	-	35	-	27.36	52.12	51.4	23.99	32.99
30-Dec	2017	10:00 AM	18.8	27.45	27.45	23.87	-	35	-	27.45	52.08	48	25.92	33.16
30-Dec	2017	11:00 AM	17.03	27.44	27.44	23.97	-	39.9	-	27.44	50.24	46.81	26	38.13
30-Dec	2017	12:00 PM	17.67	27.34	27.34	27.39	-	49.01	-	27.34	48.09	45.88	25.99	36.12
30-Dec	2017	1:00 PM	15.51	27.31	27.31	23.38	-	41	-	27.31	47.07	45.18	27.99	32.84
30-Dec	2017	2:00 PM	17.61	26.67	27.39	22.93	-	34.9	-	27.39	47.02	45.88	27.99	31.82
30-Dec	2017	3:00 PM	13.22	26.88	27.59	18.91	-	31	-	27.59	48.83	48.5	33.08	36.77
30-Dec	2017	4:00 PM	14.02	27.81	27.85	19.26	-	31	-	27.85	51.77	51.9	38.98	46.18
30-Dec	2017	5:00 PM	16.78	27.94	27.94	24.17	-	40	-	27.94	58.04	57.9	37.98	47.6
