Date		Time of day	Germany/Austria/Luxembourg[Euro/MWh]	Denmark 1[Euro/MWh]	Denmark 2[Euro/MWh]	France[Euro/MWh]	Northern Italy[Euro/MWh]	Netherlands[Euro/MWh]	Poland[Euro/MWh]	Sweden 4[Euro/MWh]	Switzerland[Euro/MWh]	Slovenia[Euro/MWh]	Czech Republic[Euro/MWh]	Hungary[Euro/MWh]
19-Jan	2018	7:00 AM	48.96	48.96	49.85	48.96	-	48.96	-	49.85	49.47	48.96	47.74	47.74
19-Jan	2018	8:00 AM	51.94	51.94	51.94	51.94	-	51.94	-	51.94	50.03	51.94	49.31	49.31
19-Jan	2018	9:00 AM	50.36	50.36	50.36	50.92	-	52.03	-	50.36	50.44	50.36	47.8	47.8
19-Jan	2018	10:00 AM	49.58	49.58	49.58	50.2	-	51.22	-	49.58	50.02	49.58	46.2	46.2
19-Jan	2018	11:00 AM	46.88	46.88	46.88	47.45	-	48.42	-	46.88	48.35	46.88	44.74	44.74
19-Jan	2018	12:00 PM	42.99	42.99	42.99	43.51	-	44.41	-	42.99	48.12	42.99	43	43
19-Jan	2018	1:00 PM	41.67	41.67	41.67	41.67	-	41.67	-	41.67	48.01	41.67	40.98	40.98
19-Jan	2018	2:00 PM	39.49	39.49	39.49	39.49	-	39.49	-	39.49	44.11	39.49	40.51	40.51
19-Jan	2018	3:00 PM	41.78	41.78	41.78	41.78	-	41.78	-	41.78	44.14	41.78	41.41	41.41
19-Jan	2018	4:00 PM	44.3	44.3	44.3	44.3	-	44.3	-	44.3	45.51	44.3	44	44
19-Jan	2018	5:00 PM	49.57	49.57	49.57	49.57	-	49.57	-	49.57	48.91	49.57	49	49
19-Jan	2018	6:00 PM	49.74	49.74	49.74	49.74	-	49.74	-	49.74	49.38	49.74	50	50
19-Jan	2018	7:00 PM	44.79	44.79	44.79	44.79	-	44.79	-	44.79	48.06	44.79	47.62	47.62
19-Jan	2018	8:00 PM	39.79	38.83	38.83	39.79	-	39.79	-	38.83	44.13	39.79	42.5	43.8
19-Jan	2018	9:00 PM	37.84	36.94	36.94	37.84	-	37.84	-	36.94	44.12	37.84	37.62	37.7
19-Jan	2018	10:00 PM	37.54	35.84	35.84	37.54	-	37.54	-	35.84	47.11	37.54	36.5	37.26
19-Jan	2018	11:00 PM	33.41	32.61	32.61	34.71	-	34.71	-	32.61	42.77	33.41	32.48	32.48
20-Jan	2018	12:00 AM	29.71	29.71	30.83	34.75	-	38.76	-	30.83	41.56	29.71	30.1	30.1
20-Jan	2018	1:00 AM	27.84	27.84	29.72	30.03	-	34.2	-	29.72	36.18	27.84	28.01	28.01
20-Jan	2018	2:00 AM	28.37	28.37	29.3	29.33	-	31.1	-	29.3	35.05	28.37	28	28
20-Jan	2018	3:00 AM	23.92	29.01	29.01	26.06	-	29.97	-	29.01	32.59	23.92	26.11	26.11
20-Jan	2018	4:00 AM	23.37	28.98	28.98	25.72	-	29.94	-	28.98	32.54	23.37	25	25
20-Jan	2018	5:00 AM	26.01	29.23	29.23	27.5	-	30.2	-	29.23	33.78	26.01	25.96	25.96
20-Jan	2018	6:00 AM	29.62	29.68	29.68	29.94	-	30.66	-	29.68	36.44	29.62	27.56	27.56
20-Jan	2018	7:00 AM	30.85	30.85	30.85	32.07	-	34.2	-	30.85	44.98	30.85	28.4	28.4
20-Jan	2018	8:00 AM	33.07	33.07	33.07	36.86	-	45.16	-	33.07	46.96	33.07	34.3	42.35
20-Jan	2018	9:00 AM	38	38	38	38	-	38	-	37.09	47.12	38	37.6	44.29
20-Jan	2018	10:00 AM	41.66	41.66	41.66	42.11	-	43	-	37.95	47.08	41.66	38.9	44.29
20-Jan	2018	11:00 AM	41.68	41.68	41.68	41.82	-	42.09	-	40.68	46.93	47	39.54	43.27
20-Jan	2018	12:00 PM	41.93	41.93	41.93	45.48	-	52.47	-	37.07	45.08	41.93	39.5	39.91
20-Jan	2018	1:00 PM	41.45	41.45	41.45	42.81	-	45.5	-	34.01	43.3	41.45	37.97	37.97
20-Jan	2018	2:00 PM	39	39	39	39	-	39	-	33.96	45	39	36.6	36.6
20-Jan	2018	3:00 PM	40.01	40.01	40.01	40.01	-	40.01	-	38.24	46.86	40.01	37.35	37.35
20-Jan	2018	4:00 PM	41.8	41.8	41.8	39.8	-	43.32	-	40.8	47.14	41.8	41.5	42.01
20-Jan	2018	5:00 PM	44.68	44.68	44.68	44.38	-	44.9	-	44.68	48.01	50	45.6	49.23
20-Jan	2018	6:00 PM	49.38	49.38	49.38	49.38	-	49.38	-	48.2	48.06	49.38	46.9	48.3
20-Jan	2018	7:00 PM	43.98	43.98	43.98	43.98	-	43.98	-	36.97	47.8	43.98	43.8	44.8
20-Jan	2018	8:00 PM	39.16	39.16	39.16	39.16	-	39.16	-	32.16	47.1	39.16	41	41.14
20-Jan	2018	9:00 PM	36.37	36.37	36.37	36.37	-	36.37	-	32.65	46.83	36.37	38.59	38.59
20-Jan	2018	10:00 PM	36.33	36.33	36.33	36.33	-	36.33	-	32.34	45.59	36.33	37	37
20-Jan	2018	11:00 PM	32.67	32.67	32.67	33.39	-	34.9	-	31.75	39.79	32.67	34	34
21-Jan	2018	12:00 AM	31.88	31.88	31.88	32.07	-	32.49	-	31.73	36.54	31.88	28.61	28.61
21-Jan	2018	1:00 AM	30.41	30.41	30.41	30.57	-	30.9	-	30.41	32.95	30.41	26.47	26.47
21-Jan	2018	2:00 AM	29.24	29.24	29.24	29.24	-	29.24	-	29.24	29.53	29.24	25	25
21-Jan	2018	3:00 AM	27.71	28.71	28.71	27.5	-	27.88	-	28.71	29.03	27.71	24.07	24.07
21-Jan	2018	4:00 AM	25.56	28.8	28.8	19.99	-	29.75	-	28.8	27.91	25.56	24.2	24.2
21-Jan	2018	5:00 AM	27.68	29.05	29.05	25	-	29.66	-	29.05	28.3	27.68	24.99	24.99
21-Jan	2018	6:00 AM	28.47	29.48	29.48	28.47	-	28.47	-	29.48	32.48	28.47	26.5	26.5
21-Jan	2018	7:00 AM	30.31	30.31	30.75	30.78	-	31.83	-	30.75	39.78	30.31	28.87	28.87
21-Jan	2018	8:00 AM	32.49	32.49	32.04	32.49	-	32.49	-	32.04	40.74	32.49	32.6	32.74
21-Jan	2018	9:00 AM	35.3	35.3	35.3	35.3	-	35.3	-	34.45	40.35	35.3	37.23	37.23
21-Jan	2018	10:00 AM	38.88	38.88	38.88	38.88	-	38.88	-	37.95	38.05	38.88	40	40
21-Jan	2018	11:00 AM	40.93	40.93	40.93	41.3	-	42	-	39.95	39.33	40.93	41	41
21-Jan	2018	12:00 PM	40.93	40.93	40.93	42.08	-	43.75	-	39.62	39.5	40.93	40.51	40.51
21-Jan	2018	1:00 PM	37.77	37.77	37.77	37.77	-	37.77	-	36.86	38.1	37.77	37.97	37.97
21-Jan	2018	2:00 PM	33.84	33.84	33.84	33.84	-	33.84	-	33.84	36.26	33.84	35.19	35.19
21-Jan	2018	3:00 PM	34.62	34.62	34.62	34.12	-	35	-	34.62	36.95	34.62	35.65	35.65
21-Jan	2018	4:00 PM	38.04	38.04	38.04	35.58	-	39.9	-	38.04	38.71	38.04	38.7	38.7
21-Jan	2018	5:00 PM	42.93	42.93	42.93	35.77	-	48.3	-	42.93	46.93	42.93	43	43
21-Jan	2018	6:00 PM	48.08	48.08	48.08	48.08	-	48.08	-	48.08	47.82	48.08	43.56	43.56
21-Jan	2018	7:00 PM	42.92	42.92	42.92	46.27	-	52.8	-	42.92	47.29	42.92	41.41	41.41
21-Jan	2018	8:00 PM	37.46	37.46	37.46	40.9	-	47.79	-	36.56	46.94	37.46	37.6	37.6
21-Jan	2018	9:00 PM	32.53	32.53	32.53	33.36	-	35	-	32.53	45.58	32.53	33.22	33.22
21-Jan	2018	10:00 PM	32.5	32.5	32.18	32.97	-	33.84	-	32.18	42.08	32.5	31.79	31.79
21-Jan	2018	11:00 PM	30.2	30.2	30.52	30.99	-	32.4	-	30.52	38.98	30.2	28.9	28.9
22-Jan	2018	12:00 AM	27.06	27.06	29.26	27.06	-	27.06	-	29.26	35.6	27.06	26.57	26.57
22-Jan	2018	1:00 AM	20	28.58	28.58	20	-	20	-	28.58	29.15	20	20.9	20.9
22-Jan	2018	2:00 AM	16.22	28.38	28.38	16.22	-	16.22	-	28.38	26.99	16.22	20	18.9
22-Jan	2018	3:00 AM	12.88	28.38	28.38	12.5	-	13.16	-	28.53	26.91	12.88	15.9	13.92
22-Jan	2018	4:00 AM	15.52	28.38	28.38	7.59	-	21.27	-	28.94	32.68	15.52	15.4	15.4
22-Jan	2018	5:00 AM	25.01	25.97	29.73	21.12	-	27.48	-	29.73	36.03	25.01	22.01	22.01
22-Jan	2018	6:00 AM	33.08	33.08	33.2	33.08	-	33.08	-	33.2	46.72	33.08	34.1	34.1
22-Jan	2018	7:00 AM	42.95	42.95	42.95	42.95	-	42.95	-	42.95	48.44	48.15	43	43
22-Jan	2018	8:00 AM	45.06	45.06	47.4	45.06	-	45.06	-	47.4	48.3	45.06	46.47	46.47
22-Jan	2018	9:00 AM	45.9	45.9	45.9	46.44	-	47.42	-	45.9	48.46	50.39	46.81	46.81
22-Jan	2018	10:00 AM	44.98	44.98	44.98	45.49	-	46.47	-	44.98	48.59	44.98	46.07	46.07
22-Jan	2018	11:00 AM	48.39	46.84	48.39	48.39	-	48.39	-	48.39	48.43	48.39	45.3	45.3
22-Jan	2018	12:00 PM	47	45.5	47	47	-	47	-	47	48.54	47	44.96	44.96
22-Jan	2018	1:00 PM	47.39	45.87	47.39	47.39	-	47.39	-	47.39	48.38	47.39	44.54	44.54
22-Jan	2018	2:00 PM	46.34	44.85	46.34	46.34	-	46.34	-	46.34	48.58	46.34	43.5	43.5
22-Jan	2018	3:00 PM	43.94	43.94	43.94	43.94	-	43.94	-	43.94	48.63	43.94	43.77	43.77
22-Jan	2018	4:00 PM	43.65	43.65	43.99	43.65	-	43.65	-	43.99	48.07	43.65	45.17	45.17
22-Jan	2018	5:00 PM	49.5	49.5	50.72	49.5	-	49.5	-	50.72	49.02	51	50.99	50.99
22-Jan	2018	6:00 PM	51	51	51	51	-	51	-	51	48.91	51	49.95	49.95
22-Jan	2018	7:00 PM	48.05	48.05	48.05	48.05	-	48.05	-	48.05	48.02	48.05	46.68	46.68
22-Jan	2018	8:00 PM	42.82	42.82	42.82	42.82	-	42.82	-	42.82	47.56	42.82	41.14	41.14
22-Jan	2018	9:00 PM	38.99	38.99	38.99	38.99	-	38.99	-	38.99	47.09	38.99	38	38
22-Jan	2018	10:00 PM	37.99	36.2	36.2	37.99	-	37.99	-	36.2	48.01	37.99	35.37	35.37
22-Jan	2018	11:00 PM	35.84	33.5	33.5	35.84	-	35.84	-	33.5	45.14	35.84	31.13	31.13
23-Jan	2018	12:00 AM	34.2	33.38	33.38	34.2	-	34.2	-	33.38	41.17	34.2	33	33
23-Jan	2018	1:00 AM	32.52	31.74	31.74	32.52	-	32.52	-	31.74	40.1	32.52	31.15	31.15
23-Jan	2018	2:00 AM	31.54	30.78	30.78	31.54	-	31.54	-	30.78	39.2	31.54	30.42	30.42
23-Jan	2018	3:00 AM	30.38	30.38	30.38	30.38	-	30.38	-	30.38	38.63	30.38	29.33	29.33
23-Jan	2018	4:00 AM	30.97	30.97	30.97	30.97	-	30.97	-	30.97	38.56	30.97	29.64	29.64
23-Jan	2018	5:00 AM	32.48	32.48	32.48	32.48	-	32.48	-	32.48	41.02	32.48	34	34
23-Jan	2018	6:00 AM	40	39.49	39.49	40	-	40	-	39.04	47.88	40	42.1	43.45
23-Jan	2018	7:00 AM	48.93	48.48	48.93	48.93	-	48.93	-	48.93	50.1	48.93	50.48	50.48
23-Jan	2018	8:00 AM	52.74	51.05	52.74	52.74	-	52.74	-	52.74	51.24	52.74	54	54
23-Jan	2018	9:00 AM	50.79	44.64	50.79	50.79	-	50.79	-	50.79	50.26	50.79	51.92	51.92
23-Jan	2018	10:00 AM	48.2	36.64	47.04	48.2	-	48.2	-	47.04	48.85	48.2	48.47	48.47
23-Jan	2018	11:00 AM	44.91	33.65	43.83	44.91	-	44.91	-	43.83	48.55	44.91	47.9	47.9
23-Jan	2018	12:00 PM	41.94	32.94	40.06	41.94	-	41.94	-	40.06	48	41.94	45.56	45.56
23-Jan	2018	1:00 PM	41.83	32.85	37.28	41.83	-	41.83	-	37.28	48.02	41.83	42.91	42.91
23-Jan	2018	2:00 PM	39	32.66	36.59	39	-	39	-	36.59	48.56	39	40.06	40.06
23-Jan	2018	3:00 PM	37.5	32.59	36.6	37.5	-	37.5	-	36.6	48.62	37.5	39.7	39.7
23-Jan	2018	4:00 PM	35.63	33.67	34.54	35.63	-	35.63	-	34.54	48.6	35.63	41.81	41.81
23-Jan	2018	5:00 PM	40.94	37.02	37.02	40.94	-	40.94	-	37.02	48.46	40.94	46	46
23-Jan	2018	6:00 PM	40.98	32.99	32.99	42.9	-	44.35	-	32.99	48.8	40.98	43.99	43.99
23-Jan	2018	7:00 PM	34.59	32.69	32.69	40.97	-	37.4	-	32.69	48.59	34.59	37.97	37.97
23-Jan	2018	8:00 PM	33.25	30.99	30.99	36.48	-	38.25	-	30.99	48.41	33.25	35.11	35.11
23-Jan	2018	9:00 PM	29.62	29.62	29.62	31.31	-	34	-	29.62	47.94	31	27.27	27.27
23-Jan	2018	10:00 PM	28.03	28.03	28.03	30.31	-	33.9	-	28.72	47.35	28.03	24.14	24.14
23-Jan	2018	11:00 PM	13.64	13.64	13.64	24.35	-	33.01	-	28.11	42.93	13.64	14.01	14.01
24-Jan	2018	12:00 AM	13.46	13.46	13.46	21.22	-	28.05	-	27.16	46.24	44.66	27.65	27.65
24-Jan	2018	1:00 AM	11.21	11.21	11.21	19.79	-	27.81	-	26.92	42.71	11.21	16.19	16.19
24-Jan	2018	2:00 AM	10.34	10.34	10.34	12.94	-	27.17	-	25.21	42.42	10.34	11.63	11.63
24-Jan	2018	3:00 AM	9.26	9.26	9.26	11.4	-	24.87	-	25.62	41.97	9.26	10.94	10.94
24-Jan	2018	4:00 AM	11.23	11.23	11.23	11.23	-	25.08	-	25.91	41.93	11.23	16.17	16.17
24-Jan	2018	5:00 AM	16.74	16.74	16.74	16.74	-	26.51	-	27.39	42.94	31.1	33.09	33.09
24-Jan	2018	6:00 AM	28.83	28.83	28.83	28.92	-	29.5	-	28.83	48.64	49.08	47.76	47.76
24-Jan	2018	7:00 AM	40.92	40.92	40.92	42.49	-	43.3	-	31.94	49.54	50.32	52	52
24-Jan	2018	8:00 AM	40	32.39	32.39	45.58	-	48.6	-	32.39	49.51	61.66	52.94	52.94
24-Jan	2018	9:00 AM	32.66	31.88	31.88	43.52	-	50.98	-	31.88	48.98	51.88	54.51	54.51
24-Jan	2018	10:00 AM	30.57	30.57	30.57	39.91	-	45	-	30.57	49.52	48.6	51.23	51.23
24-Jan	2018	11:00 AM	29.9	29.9	29.9	37.92	-	50.97	-	29.9	49.58	48.1	48.17	48.17
24-Jan	2018	12:00 PM	29.82	29.82	29.82	36.84	-	47	-	29.82	47.93	46.36	49.08	49.08
24-Jan	2018	1:00 PM	29.06	29.06	29.4	35.73	-	45.33	-	29.4	48.14	47.58	51.3	51.3
24-Jan	2018	2:00 PM	25.05	28.83	28.83	31.33	-	41.13	-	29.36	48.6	48.49	49.08	49.08
24-Jan	2018	3:00 PM	26.11	28.73	28.73	29.45	-	38	-	29.35	48.71	50.31	48.22	48.22
24-Jan	2018	4:00 PM	29	29	29.33	31.32	-	37.11	-	29.33	49.44	61.66	57	57
24-Jan	2018	5:00 PM	29.7	29.7	29.7	34.53	-	48.5	-	29.7	49.51	72.87	64.09	64.09
24-Jan	2018	6:00 PM	29.27	29.27	29.27	43.72	-	47	-	29.27	49.52	72.87	50.46	60.8
24-Jan	2018	7:00 PM	28.37	28.37	28.37	41.33	-	46.65	-	29.04	48.71	70.83	49	59.08
24-Jan	2018	8:00 PM	25.06	25.06	25.06	30.89	-	38.79	-	28.45	48.62	54.82	35.4	48.67
24-Jan	2018	9:00 PM	18.26	18.26	18.26	24.64	-	34.7	-	28.15	48.32	49.65	19.47	41.29
24-Jan	2018	10:00 PM	16.49	16.49	16.49	23.53	-	33.5	-	25.04	47.83	49.21	15.14	39.5
24-Jan	2018	11:00 PM	11.83	11.83	11.83	19.81	-	32.9	-	15.59	45.54	46.89	10.54	37.12
25-Jan	2018	12:00 AM	4.72	4.72	4.72	12.22	-	28.08	-	21.76	43.96	47.26	13.74	35.53
25-Jan	2018	1:00 AM	5.45	5.45	5.45	13.14	-	29.44	-	15.85	41.85	44.8	18	31.58
25-Jan	2018	2:00 AM	3.87	3.87	3.87	10.31	-	27.1	-	15.18	40.28	43.28	16.58	16.58
25-Jan	2018	3:00 AM	4.69	4.69	4.69	9.03	-	24.64	-	17.8	40.26	42.86	11.55	11.55
25-Jan	2018	4:00 AM	4.74	4.74	4.74	8.76	-	23.3	-	22.52	40.21	43.01	23.06	23.06
25-Jan	2018	5:00 AM	13.99	13.99	13.99	14.24	-	15.1	-	26	43.3	44.67	16	37.14
25-Jan	2018	6:00 AM	28.12	28.12	28.12	29.54	-	32.1	-	28.12	48.23	50.82	34.26	45.71
25-Jan	2018	7:00 AM	40.94	39.48	39.48	40.94	-	40.94	-	30.2	48.92	58.98	40.52	53.78
25-Jan	2018	8:00 AM	41.27	33.68	33.68	41.3	-	41.35	-	30.95	48.75	71.54	41	59.9
25-Jan	2018	9:00 AM	39.94	30.96	30.96	40.09	-	40.29	-	30.96	48.77	67	40.5	55.88
25-Jan	2018	10:00 AM	39.58	30.86	30.86	39.76	-	40	-	30.86	48.62	51.57	40.29	49.97
25-Jan	2018	11:00 AM	39.8	30.49	30.49	39.84	-	39.9	-	30.49	48.69	51.06	40.57	51.4
25-Jan	2018	12:00 PM	40.05	30.22	30.22	40.83	-	41.86	-	30.22	48.48	49.47	41.46	50.67
25-Jan	2018	1:00 PM	41.13	30.29	30.29	41.13	-	41.13	-	30.29	48.41	49.09	42.61	48.3
25-Jan	2018	2:00 PM	43.98	30.43	30.43	43.98	-	43.98	-	30.43	48.09	50.57	43.02	46.61
25-Jan	2018	3:00 PM	45.29	30.85	30.85	45.29	-	45.29	-	30.85	48.27	47.03	43.63	47.53
25-Jan	2018	4:00 PM	45.47	21.01	31.83	45.47	-	45.47	-	31.83	48.09	58	46.02	57.14
25-Jan	2018	5:00 PM	49.37	44.21	45.65	49.37	-	49.37	-	45.65	49.86	72.59	48.99	62.07
25-Jan	2018	6:00 PM	52.76	33.19	44.51	53.23	-	53.92	-	44.51	52.07	71.23	49.23	61.48
25-Jan	2018	7:00 PM	49.93	32.14	32.14	49.93	-	49.93	-	32.14	49.96	65	47.41	55.65
25-Jan	2018	8:00 PM	43.71	31.48	31.48	43.71	-	43.71	-	31.48	47.64	51.22	46.09	52.7
25-Jan	2018	9:00 PM	38.98	30.72	30.72	38.98	-	38.98	-	30.72	46.5	48.66	40.5	44.13
25-Jan	2018	10:00 PM	38.62	29.71	29.71	38.62	-	38.62	-	29.71	45.16	38.62	39.46	40.49
25-Jan	2018	11:00 PM	34.9	28.98	28.98	35.31	-	37.41	-	28.98	42.9	34.9	35.35	36.82
26-Jan	2018	12:00 AM	37.23	29.28	29.28	37.23	-	37.23	-	29.28	44.81	37.23	34.63	40.85
26-Jan	2018	1:00 AM	35.03	28.99	28.99	35.03	-	35.03	-	28.99	41.56	35.03	33.13	37.21
26-Jan	2018	2:00 AM	34.1	28.94	28.94	34.1	-	34.1	-	28.94	39.94	34.1	32.74	32.74
26-Jan	2018	3:00 AM	33.01	29.1	29.1	33.01	-	33.01	-	29.1	40.28	33.01	31.62	31.62
26-Jan	2018	4:00 AM	32.91	29.55	29.55	32.8	-	33	-	29.55	39.29	32.91	32.22	32.22
26-Jan	2018	5:00 AM	34.9	30.1	30.1	34.9	-	34.9	-	30.1	41.92	34.9	35.74	40.03
26-Jan	2018	6:00 AM	39.91	38.95	38.95	39.91	-	39.91	-	38.95	47.76	39.91	43.66	49.97
26-Jan	2018	7:00 AM	51.27	33.57	48.21	51.27	-	51.27	-	48.21	51.03	51.27	53	56.48
26-Jan	2018	8:00 AM	54.72	37.01	51.39	54.72	-	54.72	-	51.39	51.16	54.72	53.02	65.51
26-Jan	2018	9:00 AM	54.52	36.39	53.21	54.52	-	54.52	-	53.21	50.59	54.52	51.67	58.48
26-Jan	2018	10:00 AM	54.02	35.53	52.72	54.02	-	54.02	-	52.72	50.1	54.02	50.42	54.67
26-Jan	2018	11:00 AM	53.18	34.09	51.9	53.18	-	53.18	-	51.9	49.02	53.18	50	53.28
26-Jan	2018	12:00 PM	50.23	33.35	49.02	50.23	-	50.23	-	49.02	48.16	50.23	49.5	52.91
26-Jan	2018	1:00 PM	49.2	32.93	48.02	49.2	-	49.2	-	48.02	48.07	49.2	48.15	51.92
26-Jan	2018	2:00 PM	48.96	32.82	47.78	48.96	-	48.96	-	47.78	48.02	48.96	47	51.22
26-Jan	2018	3:00 PM	48.25	32.65	47.09	48.25	-	48.25	-	47.09	48.08	50.5	46.94	52.91
26-Jan	2018	4:00 PM	48.25	33.54	47.09	48.25	-	48.25	-	47.09	47.83	53.86	48.3	59.83
26-Jan	2018	5:00 PM	51.15	48.5	49.92	51.15	-	51.15	-	49.92	50.26	51.15	51.37	66.41
26-Jan	2018	6:00 PM	54.7	47.1	52.74	54.7	-	54.7	-	52.74	52.08	54.7	52.64	63.63
26-Jan	2018	7:00 PM	52.09	43.03	44.28	52.09	-	52.09	-	44.28	49.98	52.09	49.72	61.48
26-Jan	2018	8:00 PM	46	33.17	33.17	46	-	46	-	32.45	47.82	50.5	46.6	52.92
26-Jan	2018	9:00 PM	40.44	31.55	31.55	40.44	-	40.44	-	31.55	46.13	48.32	41.01	49.95
26-Jan	2018	10:00 PM	40.43	30.65	30.65	40.43	-	40.43	-	30.65	46.83	46.92	39.7	49.29
26-Jan	2018	11:00 PM	39	30.19	30.19	39	-	39	-	30.19	42.97	39	35.6	43.37
27-Jan	2018	12:00 AM	36.81	30.8	30.8	36.81	-	36.81	-	30.8	42.52	36.81	34.3	35.05
27-Jan	2018	1:00 AM	33.8	30.22	30.22	33.8	-	33.8	-	30.22	41.39	33.8	32.7	32.7
27-Jan	2018	2:00 AM	32.87	30.01	30.01	32.87	-	32.87	-	30.01	40.01	32.87	30.3	30.3
27-Jan	2018	3:00 AM	32.53	29.99	29.99	32.53	-	32.53	-	29.99	39.22	32.53	30.17	30.17
27-Jan	2018	4:00 AM	32.53	30.23	30.23	32.53	-	32.53	-	30.23	38.09	32.53	30.3	30.3
27-Jan	2018	5:00 AM	31.79	30.78	30.78	31.79	-	31.79	-	30.78	38.08	31.79	30.95	30.95
27-Jan	2018	6:00 AM	32.51	30.76	30.76	32.51	-	32.51	-	30.76	39.04	32.51	30.22	30.93
27-Jan	2018	7:00 AM	34.65	33.51	33.51	34.65	-	34.65	-	30.76	45.94	34.65	34.5	36.21
27-Jan	2018	8:00 AM	43.45	38	38	43.45	-	43.45	-	37.22	46.57	49.99	37.51	45.33
27-Jan	2018	9:00 AM	47.19	40.01	40.01	47.19	-	47.19	-	40.01	46.9	50	41.5	48.08
27-Jan	2018	10:00 AM	47.04	38.03	38.03	47.04	-	47.04	-	38.03	47.05	49.79	42.01	49.07
27-Jan	2018	11:00 AM	43.93	33.95	33.95	43.93	-	43.93	-	33.95	47.03	46.73	41.88	49.07
27-Jan	2018	12:00 PM	41.92	32.77	32.77	41.92	-	41.92	-	32.77	47.07	43.93	39.33	43.78
27-Jan	2018	1:00 PM	38.06	31.99	31.99	38.06	-	38.06	-	31.99	46.99	38.06	36.1	38.17
27-Jan	2018	2:00 PM	32.5	31.46	31.46	32.5	-	32.5	-	31.46	46.55	32.5	33.25	37.22
27-Jan	2018	3:00 PM	32.1	31.08	31.08	32.1	-	32.11	-	31.08	47.05	32.1	32.2	38.14
27-Jan	2018	4:00 PM	32.06	31.29	31.29	32.06	-	32.06	-	31.29	47.38	32.1	33.27	44.81
27-Jan	2018	5:00 PM	37	35.84	35.84	37	-	37	-	35.84	48.03	50.03	35	61.5
27-Jan	2018	6:00 PM	39.7	32.63	32.63	39.7	-	39.7	-	32.63	47.9	51.67	33.9	63.47
27-Jan	2018	7:00 PM	34.07	31.96	31.96	35.66	-	38.85	-	31.96	47.66	52.26	30	59.57
27-Jan	2018	8:00 PM	27.89	27.89	30	39.11	-	33.6	-	30	47.34	50.04	22.5	50
27-Jan	2018	9:00 PM	11.91	11.91	19.91	31.47	-	31.47	-	29.04	47.23	47.1	13.76	41.02
27-Jan	2018	10:00 PM	10.98	10.98	10.98	36.29	-	30	-	28.69	45.96	44.8	11.16	38.14
27-Jan	2018	11:00 PM	0.1	0.1	0.1	37.96	-	30	-	28.23	42.72	42.33	3	30.09
28-Jan	2018	12:00 AM	-0.04	-0.04	-0.04	36.6	-	31.4	-	28.21	42.13	46.04	11.23	43.91
28-Jan	2018	1:00 AM	-12.02	-12.02	-12.02	28.64	-	28.64	-	27.72	39.13	43.66	11.08	37.91
28-Jan	2018	2:00 AM	-19.43	-15	-15	26.58	-	26.58	-	26.88	38.06	42.06	11.2	27.65
28-Jan	2018	3:00 AM	-12.19	-12.19	-12.19	14.61	-	29.17	-	26.59	37.85	41.25	11.04	22.05
28-Jan	2018	4:00 AM	-9.14	-9.14	-9.14	14.97	-	27.6	-	26.72	37.38	38.69	11	21.43
28-Jan	2018	5:00 AM	0.04	0.04	0.04	13.01	-	32	-	27.09	37.15	40.7	1.99	27.4
28-Jan	2018	6:00 AM	-0.25	-0.25	-0.25	9.25	-	31	-	27.43	38.03	42.31	11.04	30.56
28-Jan	2018	7:00 AM	2.09	2.09	2.09	11.45	-	33.8	-	27.5	40.25	43.46	5	38.15
28-Jan	2018	8:00 AM	10.34	10.34	10.34	17.2	-	33.8	-	27.89	42.07	43.99	8	39.02
28-Jan	2018	9:00 AM	11.65	11.65	11.65	27.12	-	32.6	-	28.07	43.78	45.42	18.99	39.52
28-Jan	2018	10:00 AM	14.04	14.04	14.04	30.57	-	33	-	28.68	45.31	45.4	20.99	40.08
28-Jan	2018	11:00 AM	11.69	11.69	11.69	27.4	-	33	-	28.73	44.7	44.61	29.66	40.29
28-Jan	2018	12:00 PM	11.64	11.64	11.64	27.19	-	33.8	-	28.67	42.87	43.46	22.99	40.05
28-Jan	2018	1:00 PM	6.32	6.32	6.32	24.92	-	33.7	-	28.53	41.47	42.62	25.99	32.1
28-Jan	2018	2:00 PM	10.32	10.32	10.32	20.64	-	33.7	-	28.19	41.59	42.97	16.99	34.57
28-Jan	2018	3:00 PM	10.09	10.09	10.09	15.43	-	33	-	28.58	43.91	43.55	12	37.51
28-Jan	2018	4:00 PM	10.8	10.8	28.82	14.81	-	31	-	28.82	46.79	46.64	22	40.29
28-Jan	2018	5:00 PM	11.8	29.25	29.25	23.12	-	33.8	-	29.25	47.66	47.78	22.5	52.53
28-Jan	2018	6:00 PM	18.55	26.9	29.31	35.87	-	35.87	-	29.31	47.68	53.14	27	50.58
28-Jan	2018	7:00 PM	14.17	26.67	29.03	40.77	-	40	-	29.03	47.65	53.7	26	42.22
28-Jan	2018	8:00 PM	10.47	28.8	28.8	35.78	-	35.78	-	28.8	47.49	51.7	19.68	44.15
28-Jan	2018	9:00 PM	10.41	28.58	28.58	32.4	-	32.4	-	28.58	47.04	49.93	14.99	40.06
28-Jan	2018	10:00 PM	10.85	27.96	27.96	33.7	-	33.7	-	27.96	44.78	32.1	13.54	21.39
28-Jan	2018	11:00 PM	0.5	27.58	27.58	35.91	-	29.9	-	27.58	42.37	29	9.25	9.25
29-Jan	2018	12:00 AM	-0.05	23.61	23.61	28.59	-	28.59	-	27.67	42.05	29.1	11.79	11.79
